Current State,Year,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Wisconsin,2011,291,409,-2428,-352,969,-1403,333,164,-823,-3074,-982,961,401,11014,1094,769,-475,459,511,-309,-206,292,1605,-1328,-153,587,-3,-77,-2009,480,164,374,335,-171,-15,-1176,-824,143,-1132,366,36,109,-469,-3998,732,205,1715,64,1048,0,-154
Wyoming,2011,42,515,-2141,-78,492,3963,-54,-463,0,679,-458,-14,1653,392,-111,202,-999,26,-243,-21,-80,152,8,133,70,-879,-1308,819,-506,-162,-8,-207,-575,242,98,-1258,-1301,46,89,-10,-413,-267,-62,-1102,1082,-34,261,296,0,154,0
Alabama,2012,0,-93,-369,286,568,-1722,238,-77,83,-7355,6056,19,-82,1839,-278,-158,12,-1642,775,-62,252,-302,-43,-547,-189,222,70,-94,248,161,923,-328,1345,804,145,-2294,-836,-173,-89,-20,1146,518,-1577,-2525,453,-16,655,-473,-349,437,-172
Alaska,2012,93,0,-2197,-659,-3501,-2901,-439,-692,-891,-8713,-1726,-41,-660,-2192,-219,-938,-112,-143,-283,28,-1439,-593,-589,-331,56,-1367,-355,569,-1358,-319,-243,-57,-3266,-538,194,-891,-944,661,-1403,0,-860,-756,-830,-5271,-2489,-14,-641,-603,-306,-30,-454
Arizona,2012,369,2197,0,-463,5973,3201,-2750,58,-866,-920,-4394,626,510,3605,167,1112,-596,225,-1297,386,2247,-11,2430,5505,-417,298,-430,-113,-2036,70,1236,555,3256,-772,-694,2977,-1348,633,751,521,-1152,1037,2825,-4120,-2050,80,343,4885,686,508,772
Arkansas,2012,-286,659,463,0,53,-440,-15,0,170,-639,484,-24,-291,1989,608,-42,-1125,792,308,17,33,-140,377,-80,1009,-329,195,-197,-232,0,100,137,2015,2196,0,251,4161,28,-57,59,-787,446,889,-2014,-92,0,714,-1162,84,442,1254
California,2012,-568,3501,-5973,-53,0,-7002,3603,-1747,-1800,618,-3384,2150,-4949,6311,-142,-984,-2621,348,41,-354,-712,1586,836,453,-1815,-3988,-2368,-136,-22010,-187,7727,1385,6638,-2688,828,1658,-2279,-9138,2694,-498,-1869,-668,-2594,-19697,-3114,-568,845,-11028,182,334,-149
Colorado,2012,1722,2901,-3201,440,7002,0,950,70,-168,-151,1124,1320,1474,3338,3111,-476,1537,1788,3615,-294,1773,4959,980,-573,36,-27,-114,2449,-2613,107,2084,1740,3654,-412,1372,1353,-135,-2053,1376,-195,468,-988,62,739,1048,121,-1556,-342,733,1400,3
Connecticut,2012,-238,439,2750,15,-3603,-950,0,-1467,-330,-2397,-127,217,53,-43,-770,-112,-210,-122,745,-244,871,-1782,-45,-91,170,-52,50,45,29,-336,2199,164,8715,-1535,-65,-1068,415,-346,-1097,-2612,-650,-2,-676,510,-97,-917,-996,-1308,31,54,104
Delaware,2012,77,692,-58,0,1747,-70,1467,0,-67,-384,-47,-278,-88,333,-577,30,113,-706,178,-234,1549,-349,113,351,58,-154,0,91,199,99,3925,-15,3089,-831,0,-888,-380,0,2014,135,-399,0,168,-48,166,0,-533,-71,-513,-296,0
District of Columbia ,2012,-83,891,866,-170,1800,168,330,67,0,925,-273,-192,-70,-271,-576,-18,-292,-142,-313,162,-7093,1145,670,83,-53,193,0,172,-426,96,611,91,-851,-816,-70,-334,-151,-539,-1427,322,-285,0,397,284,116,151,-1427,-292,-1,706,215
Florida,2012,7355,8713,920,639,-618,151,2397,384,-925,0,-116,397,-746,9878,2331,-471,2543,-2320,-984,4422,832,2269,10254,3088,814,2292,-117,-423,-2140,-384,16957,-1854,25617,-3232,-711,6561,-1869,1259,11028,298,-186,100,634,-2695,71,1781,6123,-4427,1614,1279,40
Georgia,2012,-6056,1726,4394,-484,3384,-1124,127,47,273,116,0,-39,353,-1602,3714,1091,-399,1999,-378,-289,-991,1364,5679,2,611,-74,-41,497,3038,-455,1918,723,6365,-814,109,-551,718,-579,4739,272,41,135,1594,-4164,-1122,28,1167,-4398,129,2471,-60
Hawaii,2012,-19,41,-626,24,-2150,-1320,-217,278,192,-397,39,0,198,-551,-564,-437,986,-162,-171,91,1881,158,30,-1085,-140,-1170,-425,-90,-1293,42,388,116,784,675,-160,-314,906,-738,842,-14,6,451,256,-1740,747,-6,-2430,681,31,-38,50
Idaho,2012,82,660,-510,291,4949,-1474,-53,88,70,746,-353,-198,0,-852,97,-200,-393,33,-211,-143,-322,150,441,62,-499,-382,415,-280,1032,-20,101,320,331,483,-540,606,-812,-130,-190,0,7,40,1170,-1035,1488,0,-383,-206,-181,-135,-68
Illinois,2012,-1839,2192,-3605,-1989,-6311,-3338,43,-333,271,-9878,1602,551,852,0,-11529,-3440,307,-1522,0,331,-1756,410,2536,641,41,-8737,-314,109,-1344,-390,314,569,-456,-2617,-603,-2638,391,-722,839,77,-542,320,-2446,-2892,-434,-74,-2778,-1594,1001,-7871,-603
Indiana,2012,278,219,-167,-608,142,-3111,770,577,576,-2331,-3714,564,-97,11529,0,-38,-55,-1026,-623,0,-160,160,41,-483,748,342,-29,301,649,-297,498,-441,-724,-1867,58,-2299,-292,-993,820,0,-2388,-99,-2044,-3774,-370,-68,-731,-831,179,-753,1502
Iowa,2012,158,938,-1112,42,984,476,112,-30,18,471,-1091,437,200,3440,38,0,-609,581,219,71,-150,434,-47,285,591,-1788,37,883,-33,3,661,-270,275,-41,375,88,377,-486,326,0,300,-1283,531,-1381,-1905,-30,47,-240,-46,-554,133
Kansas,2012,-12,112,596,1125,2621,-1537,210,-113,292,-2543,399,-986,393,-307,55,609,0,15,18,-66,-1444,-378,320,-242,52,804,76,1023,-351,-102,-159,357,-866,-782,100,144,1343,292,-49,-9,-508,-249,-1088,-4231,-301,70,561,721,100,-674,-261
Kentucky,2012,1642,143,-225,-792,-348,-1788,122,706,142,2320,-1999,162,-33,1522,1026,-581,-15,0,-983,-436,405,367,3893,548,200,90,-367,592,-651,-200,-135,395,3486,2112,100,3814,-777,96,993,-286,-577,0,-3138,-2695,247,-1198,-589,620,1097,760,-4
Louisiana,2012,-775,283,1297,-308,-41,-3615,-745,-178,313,984,378,171,211,0,623,-219,-18,983,0,236,36,-1007,-204,-461,-1797,413,428,334,510,4,636,-640,1703,1365,46,-1099,-403,-32,545,713,-795,0,-104,-4860,-68,-28,219,-65,148,84,58
Maine,2012,62,-28,-386,-17,354,294,244,234,-162,-4422,289,-91,143,-331,0,-71,66,436,-236,0,-7,-20,-145,243,-84,-927,-225,14,-174,-2463,-25,215,1174,-147,-98,-561,-88,-231,-12,745,-1904,0,-55,-797,-180,-534,-571,-414,16,-233,59
Maryland,2012,-252,1439,-2247,-33,712,-1773,-871,-1549,7093,-832,991,-1881,322,1756,160,150,1444,-405,-36,7,0,1596,-34,-419,202,-990,-33,3,-604,1091,2786,133,4415,-1498,-116,-2504,-287,-79,-2044,-400,-1268,-60,57,643,448,-273,-3346,240,-3395,-846,-294
Massachusetts,2012,302,593,11,140,-1586,-4959,1782,349,-1145,-2269,-1364,-158,-150,-410,-160,-434,378,-367,1007,20,-1596,0,-383,152,88,-357,-48,-13,469,-5659,3139,218,4394,-1196,-106,-360,-936,768,2336,-4390,164,133,-702,-1119,-476,-784,331,-1258,221,95,-284
Michigan,2012,43,589,-2430,-377,-836,-980,45,-113,-670,-10254,-5679,-30,-441,-2536,-41,47,-320,-3893,204,145,34,383,0,-1085,-846,-758,-604,-145,119,20,1293,716,540,-2249,-492,-5018,-642,241,97,-162,-1144,-826,-1248,-863,-851,-224,75,-1324,-425,851,312
Minnesota,2012,547,331,-5505,80,-453,573,91,-351,-83,-3088,-2,1085,-62,-641,483,-285,242,-548,461,-243,419,-152,1085,0,-366,-1089,776,-497,-225,0,468,38,790,222,-8585,1513,306,-1011,-63,168,948,-126,560,1198,44,-238,-1257,-1018,-20,-1347,-77
Mississippi,2012,189,-56,417,-1009,1815,-36,-170,-58,53,-814,-611,140,499,-41,-748,-591,-52,-200,1797,84,-202,-88,846,366,0,1524,134,-38,-257,60,2021,-365,719,-668,26,-121,-1288,279,558,185,-811,45,1075,828,170,0,585,-182,0,373,171
Missouri,2012,-222,1367,-298,329,3988,27,52,154,-193,-2292,74,1170,382,8737,-342,1788,-804,-90,-413,927,990,357,758,1089,-1524,0,64,-224,142,-254,576,-765,-476,1365,-854,531,88,783,364,151,972,53,428,-3041,1734,295,695,-490,89,1373,566
Montana,2012,-70,355,430,-195,2368,114,-50,0,0,117,41,425,-415,314,29,-37,-76,367,-428,225,33,48,604,-776,-134,-64,0,0,-118,115,89,120,61,838,-799,126,220,758,322,0,137,-57,-263,-420,-797,-60,-502,1864,0,-34,-967
Nebraska,2012,94,-569,113,197,136,-2449,-45,-91,-172,423,-497,90,280,-109,-301,-883,-1023,-592,-334,-14,-3,13,145,497,38,224,0,0,-481,-110,489,-36,240,246,-453,-489,287,-464,488,-188,298,332,-200,-1664,-260,79,719,645,111,-8,-299
Nevada,2012,-248,1358,2036,232,22010,2613,-29,-199,426,2140,-3038,1293,-1032,1344,-649,33,351,651,-510,174,604,-469,-119,225,257,-142,118,481,0,175,4,534,2921,-860,-152,500,419,-2834,1,311,-545,-135,964,-2782,-786,104,162,-2674,-129,-117,411
New Hampshire,2012,-161,319,-70,0,187,-107,336,-99,-96,384,455,-42,20,390,297,-3,102,200,-4,2463,-1091,5659,-20,0,-60,254,-115,110,-175,0,465,-45,145,855,0,135,-363,169,-248,637,-594,0,-194,1389,50,67,125,-196,-49,236,71
New Jersey,2012,-923,243,-1236,-100,-7727,-2084,-2199,-3925,-611,-16957,-1918,-388,-101,-314,-498,-661,159,135,-636,25,-2786,-3139,-1293,-468,-2021,-576,-89,-489,-4,-465,0,-207,-2079,-8232,-85,-3251,17,375,-10194,-790,-4145,581,617,-4288,-12,-798,-4049,-453,-916,74,-98
New Mexico,2012,328,57,-555,-137,-1385,-1740,-164,15,-91,1854,-723,-116,-320,-569,441,270,-357,-395,640,-215,-133,-218,-716,-38,365,765,-120,36,-534,45,207,0,465,-803,-120,-183,-168,12,-179,-36,-727,334,-413,-4807,696,7,613,379,-81,-205,-509
New York,2012,-1345,3266,-3256,-2015,-6638,-3654,-8715,-3089,851,-25617,-6365,-784,-331,456,724,-275,866,-3486,-1703,-1174,-4415,-4394,-540,-790,-719,476,-61,-240,-2921,-145,2079,-465,0,-9347,-254,-4107,-654,-1324,-10003,-381,-4794,-371,-5000,-9043,-1507,-2016,-7954,-2948,-800,-1054,165
North Carolina,2012,-804,538,772,-2196,2688,412,1535,831,816,3232,814,-675,-483,2617,1867,41,782,-2112,-1365,147,1498,1196,2249,-222,668,-1365,-838,-246,860,-855,8232,803,9347,0,-25,3839,-698,-149,5799,-188,768,111,3326,-10022,347,117,1184,1827,-2006,-673,145
North Dakota,2012,-145,-194,694,0,-828,-1372,65,0,70,711,-109,160,540,603,-58,-375,-100,-100,-46,98,116,106,492,8585,-26,854,799,453,152,0,85,120,254,25,0,-447,-28,682,-52,244,-642,29,739,425,-132,758,-449,1387,-175,259,27
Ohio,2012,2294,891,-2977,-251,-1658,-1353,1068,888,334,-6561,551,314,-606,2638,2299,-88,-144,-3814,1099,561,2504,360,5018,-1513,121,-531,-126,489,-500,-135,3251,183,4107,-3839,447,0,-290,-979,-172,372,-1943,-17,-2658,3032,-1678,150,-2429,-330,1063,-1636,-617
Oklahoma,2012,836,944,1348,-4161,2279,135,-415,380,151,1869,-718,-906,812,-391,292,-377,-1343,777,403,88,287,936,642,-306,1288,-88,-220,-287,-419,363,-17,168,654,698,28,290,0,536,116,0,14,87,-24,-776,1250,186,-1061,351,-152,772,-919
Oregon,2012,173,-661,-633,-28,9138,2053,346,0,539,-1259,579,738,130,722,993,486,-292,-96,32,231,79,-768,-241,1011,-279,-783,-758,464,2834,-169,-375,-12,1324,149,-682,979,-536,0,670,38,206,-548,-278,-480,704,341,-865,-4301,475,-519,-128
Pennsylvania,2012,89,1403,-751,57,-2694,-1376,1097,-2014,1427,-11028,-4739,-842,190,-839,-820,-326,49,-993,-545,12,2044,-2336,-97,63,-558,-364,-322,-488,-1,248,10194,179,10003,-5799,52,172,-116,-670,0,36,-3474,-356,-2056,-3681,332,77,-2230,-1610,1554,-13,204
Rhode Island,2012,20,0,-521,-59,498,195,2612,-135,-322,-298,-272,14,0,-77,0,0,9,286,-713,-745,400,4390,162,-168,-185,-151,0,188,-311,-637,790,36,381,188,-244,-372,0,-38,-36,0,-57,0,94,-940,-351,-288,-597,190,0,-9,21
South Carolina,2012,-1146,860,1152,787,1869,-468,650,399,285,186,-41,-6,-7,542,2388,-300,508,577,795,1904,1268,-164,1144,-948,811,-972,-137,-298,545,594,4145,727,4794,-768,642,1943,-14,-206,3474,57,0,658,-750,881,506,174,1441,-1098,247,-221,-122
South Dakota,2012,-518,756,-1037,-446,668,988,2,0,0,-100,-135,-451,-40,-320,99,1283,249,0,0,0,60,-133,826,126,-45,-53,57,-332,135,0,-581,-334,371,-111,-29,17,-87,548,356,0,-658,0,507,451,341,-34,305,932,95,-15,-196
Tennessee,2012,1577,830,-2825,-889,2594,-62,676,-168,-397,-634,-1594,-256,-1170,2446,2044,-531,1088,3138,104,55,-57,702,1248,-560,-1075,-428,263,200,-964,194,-617,413,5000,-3326,-739,2658,24,278,2056,-94,750,-507,0,-1652,-79,-60,1819,-1330,2187,571,354
Texas,2012,2525,5271,4120,2014,19697,-739,-510,48,-284,2695,4164,1740,1035,2892,3774,1381,4231,2695,4860,797,-643,1119,863,-1198,-828,3041,420,1664,2782,-1389,4288,4807,9043,10022,-425,-3032,776,480,3681,940,-881,-451,1652,0,1005,-380,4790,-2566,1107,1427,1045
Utah,2012,-453,2489,2050,92,3114,-1048,97,-166,-116,-71,1122,-747,-1488,434,370,1905,301,-247,68,180,-448,476,851,-44,-170,-1734,797,260,786,-50,12,-696,1507,-347,132,1678,-1250,-704,-332,351,-506,-341,79,-1005,0,-42,-723,-1769,0,545,506
Vermont,2012,16,14,-80,0,568,-121,917,0,-151,-1781,-28,6,0,74,68,30,-70,1198,28,534,273,784,224,238,0,-295,60,-79,-104,-67,798,-7,2016,-117,-758,-150,-186,-341,-77,288,-174,34,60,380,42,0,305,-125,-54,89,96
Virginia,2012,-655,641,-343,-714,-845,1556,996,533,1427,-6123,-1167,2430,383,2778,731,-47,-561,589,-219,571,3346,-331,-75,1257,-585,-695,502,-719,-162,-125,4049,-613,7954,-1184,449,2429,1061,865,2230,597,-1441,-305,-1819,-4790,723,-305,0,321,-2478,-9,5
Washington,2012,473,603,-4885,1162,11028,342,1308,71,292,4427,4398,-681,206,1594,831,240,-721,-620,65,414,-240,1258,1324,1018,182,490,-1864,-645,2674,196,453,-379,2948,-1827,-1387,330,-351,4301,1610,-190,1098,-932,1330,2566,1769,125,-321,0,-82,-40,-929
West Virginia,2012,349,306,-686,-84,-182,-733,-31,513,1,-1614,-129,-31,181,-1001,-179,46,-100,-1097,-148,-16,3395,-221,425,20,0,-89,0,-111,129,49,916,81,800,2006,175,-1063,152,-475,-1554,0,-247,-95,-2187,-1107,0,54,2478,82,0,470,252
Wisconsin,2012,-437,30,-508,-442,-334,-1400,-54,296,-706,-1279,-2471,38,135,7871,753,554,674,-760,-84,233,846,-95,-851,1347,-373,-1373,34,8,117,-236,-74,205,1054,673,-259,1636,-772,519,13,9,221,15,-571,-1427,-545,-89,9,40,-470,0,-252
Wyoming,2012,172,454,-772,-1254,149,-3,-104,0,-215,-40,60,-50,68,603,-1502,-133,261,4,-58,-59,294,284,-312,77,-171,-566,967,299,-411,-71,98,509,-165,-145,-27,617,919,128,-204,-21,122,196,-354,-1045,-506,-96,-5,929,-252,252,0
Alabama,2013,0,454,-1063,1108,1960,-2228,102,0,-306,1237,-872,125,150,1082,68,519,-508,1080,-1254,39,-958,563,284,-6,629,497,516,-121,78,-123,-110,1775,1087,2395,148,2360,-355,-476,768,-158,80,234,306,-3991,1307,-8,-1591,-97,-87,2,242
Alaska,2013,-454,0,-3685,-790,-5583,753,-1666,-272,-579,-10095,-1335,-1358,-2332,-612,126,-1508,26,-1182,-1202,-868,-1061,-1539,-4220,-1453,-261,438,-1822,-440,-997,-582,-757,200,-6096,-1455,-64,71,-1232,-2175,407,-102,-774,-87,-1509,-4775,22,6,-1499,-438,-450,-300,-11
Arizona,2013,1063,3685,0,-351,11392,-473,-762,534,151,-725,-817,1623,648,1666,595,1712,236,-172,1247,371,297,-1176,4727,2229,-629,-995,1173,1164,5521,102,2838,975,3204,-1854,-406,899,-1502,1720,3537,442,-9,-183,-495,-1482,3834,168,253,4165,126,1945,757
Arkansas,2013,-1108,790,351,0,1238,322,870,0,330,174,1185,94,-450,1531,624,265,-982,1575,2951,0,1078,-287,-2199,-663,-278,-2751,-30,-211,-1288,-723,298,105,335,-808,0,1098,190,178,-1727,30,-1631,94,-468,-3907,-912,-11,-276,-1568,83,181,-34
California,2013,-1960,5583,-11392,-1238,0,-7563,939,-510,1396,-740,-2019,709,-3040,1656,840,-2783,-545,963,-946,-1669,1526,1360,-915,1819,-624,314,-1081,-2874,-18000,-444,3858,593,7171,-3457,-1341,-2384,-4242,-11252,4157,-614,-2498,-355,-968,-34028,-3163,133,-3703,96,-601,-445,-1921
Colorado,2013,2228,-753,473,-322,7563,0,-205,477,-578,1840,967,-1587,1365,4536,-832,1235,1955,1479,2,463,839,18,210,1287,720,2099,582,-1213,14,190,88,1490,3790,304,-489,912,784,-3231,1734,522,-1258,-39,725,4511,-811,-62,2932,753,154,1095,920
Connecticut,2013,-102,1666,762,-870,-939,205,0,730,-1230,-2941,-2535,-132,-66,216,-183,-124,-23,-221,-89,-2195,110,-3073,-9,350,-133,-384,60,-164,-641,829,3462,-198,8658,-2112,-75,-209,-337,20,1160,861,-1565,0,906,-132,54,-906,-1783,-142,-208,306,117
Delaware,2013,0,272,-534,0,510,-477,-730,0,-44,-935,802,-67,0,156,-170,0,0,126,-240,53,4487,50,96,1,248,477,0,118,-77,0,2255,20,2360,263,0,434,35,-321,4440,-337,219,0,55,-439,-231,-48,-440,0,-368,0,0
District of Columbia ,2013,306,579,-151,-330,-1396,578,1230,44,0,-455,433,106,-82,-282,-1101,27,0,-157,465,0,-11608,712,-147,-187,0,-555,32,-27,-86,17,1250,340,1704,-779,-116,20,95,-194,576,1150,89,177,-364,190,126,-169,-1575,-462,-170,-53,3
Florida,2013,-1237,10095,725,-174,740,-1840,2941,935,455,0,-3412,-1604,975,5598,5866,763,920,210,979,255,4202,9151,6444,2842,4368,4830,255,1005,-2292,3591,18454,211,23747,4546,-1059,6555,1388,-2283,14576,1470,-4273,69,-5654,-8393,-1013,790,-5029,-462,1232,2898,55
Georgia,2013,872,1335,817,-1185,2019,-967,2535,-802,-433,3412,0,161,63,2780,-396,2489,-2550,-1147,2168,-168,-554,-903,1149,-1884,2014,-1378,-157,-460,309,-220,1675,-325,7052,-659,-305,5591,293,61,-1114,735,-995,-124,314,-5039,-1058,68,-3102,-4741,-675,2134,121
Hawaii,2013,-125,1358,-1623,-94,-709,1587,132,67,-106,1604,-161,0,196,-100,-172,397,-569,-731,563,864,161,-430,46,124,-77,394,-87,-329,-3977,75,-53,-201,1953,988,0,624,93,-1515,-3,-57,1043,183,-335,1691,-145,-101,-2469,-1321,0,-492,-515
Idaho,2013,-150,2332,-648,450,3040,-1365,66,0,82,-975,-63,-196,0,481,-202,-188,-150,-564,122,-137,-31,-276,39,307,-53,-396,-85,96,-2631,0,0,792,74,-750,159,-1025,-607,-1546,85,-44,-532,3018,-1991,126,-713,-97,790,863,-178,203,272
Illinois,2013,-1082,612,-1666,-1531,-1656,-4536,-216,-156,282,-5598,-2780,100,-481,0,-14782,-1569,1252,-2131,-1341,-1,111,118,1353,-1958,-2608,-11754,-823,179,-965,-428,1894,1350,-215,-756,-56,-169,-250,556,3070,340,-415,-75,-2983,-17125,166,644,-1204,-2527,539,-9520,-248
Indiana,2013,-68,-126,-595,-624,-840,832,183,170,1101,-5866,396,172,202,14782,0,-398,411,-2119,397,191,-1071,239,-2502,1159,174,-1367,85,90,707,-80,-202,-310,782,1043,-769,-4965,-1032,1017,765,36,-1568,-97,-674,-3119,922,164,-505,827,-175,975,-714
Iowa,2013,-519,1508,-1712,-265,2783,-1235,124,0,-27,-763,-2489,-397,188,1569,398,0,1963,-616,-971,19,-32,-111,-647,222,82,-535,0,-1086,93,-44,252,256,-491,-255,1272,-266,570,-126,391,20,137,-1275,-973,-613,981,139,-502,-354,147,1047,323
Kansas,2013,508,-26,-236,982,545,-1955,23,0,0,-920,2550,569,150,-1252,-411,-1963,0,291,187,-782,-120,-282,-965,1433,-124,2666,28,434,346,-415,436,-471,-1293,296,103,290,-1724,-249,-143,0,204,-103,-756,84,-250,68,-1990,-100,330,172,-413
Kentucky,2013,-1080,1182,172,-1575,-963,-1479,221,-126,157,-210,1147,731,564,2131,2119,616,-291,0,210,-124,992,-880,2035,906,1191,-1205,-181,113,-1461,113,-478,466,1861,-1574,-22,2443,-969,-544,-90,68,-699,0,-1321,487,487,69,57,-1008,-205,210,231
Louisiana,2013,1254,1202,-1247,-2951,946,-2,89,240,-465,-979,-2168,-563,-122,1341,-397,971,-187,-210,0,-151,164,249,623,658,-65,-487,-138,87,741,-882,-334,75,186,601,287,-655,108,2112,-528,-678,-565,-11,-3182,-7295,692,-35,1344,1819,726,375,-415
Maine,2013,-39,868,-371,0,1669,-463,2195,-53,0,-255,168,-864,137,1,-191,-19,782,124,151,0,84,227,-30,76,-134,-332,275,242,-23,1411,208,-52,100,339,0,1125,-93,81,2214,171,-516,0,-89,-359,-164,661,-342,-203,155,-904,-28
Maryland,2013,958,1061,-297,-1078,-1526,-839,-110,-4487,11608,-4202,554,-161,31,-111,1071,32,120,-992,-164,-84,0,-2373,-792,-40,462,-1559,-154,-478,-1319,-1247,5068,-329,7144,-5251,-147,-559,-435,177,-4809,-1185,-1803,206,-621,-5179,1044,105,-5428,-1089,-3667,770,313
Massachusetts,2013,-563,1539,1176,287,-1360,-18,3073,-50,-712,-9151,903,430,276,-118,-239,111,282,880,-249,-227,2373,0,-1038,32,167,-866,-188,-253,-411,-5101,2133,-454,1929,-2065,19,-284,24,-865,-2577,-1127,-1945,-48,-756,-2507,-984,-1240,739,-1252,160,64,-323
Michigan,2013,-284,4220,-4727,2199,915,-210,9,-96,147,-6444,-1149,-46,-39,-1353,2502,647,965,-2035,-623,30,792,1038,0,182,-1687,-389,-226,-189,506,127,-755,1032,1697,-3281,572,-6904,-798,-957,975,-39,243,101,-1421,-2830,-948,176,-1137,-1380,-659,-623,-751
Minnesota,2013,6,1453,-2229,663,-1819,-1287,-350,-1,187,-2842,1884,-124,-307,1958,-1159,-222,-1433,-906,-658,-76,40,-32,-182,0,-26,-1149,-238,320,735,-36,254,479,1770,-258,-5478,830,-228,-770,246,-221,-1203,-2618,-1038,-378,579,189,175,-1001,364,1927,-186
Mississippi,2013,-629,261,629,278,624,-720,133,-248,0,-4368,-2014,77,53,2608,-174,-82,124,-1191,65,134,-462,-167,1687,26,0,80,80,233,93,40,31,101,-400,-653,-309,112,-768,-748,593,-355,567,60,782,1134,-482,-53,-117,-441,126,-192,0
Missouri,2013,-497,-438,995,2751,-314,-2099,384,-477,555,-4830,1378,-394,396,11754,1367,535,-2666,1205,487,332,1559,866,389,1149,-80,0,419,1459,681,292,504,327,910,4096,-204,1407,2762,412,1146,265,-36,660,-1074,-3405,-1608,-176,-1485,-977,603,1254,-1215
Montana,2013,-516,1822,-1173,30,1081,-582,-60,0,-32,-255,157,87,85,823,-85,0,-28,181,138,-275,154,188,226,238,-80,-419,0,-270,-327,101,50,515,421,467,931,-134,199,-94,588,0,147,26,-9,1433,717,-27,97,2256,-14,292,-625
Nebraska,2013,121,440,-1164,211,2874,1213,164,-118,27,-1005,460,329,-96,-179,-90,1086,-434,-113,-87,-242,478,253,189,-320,-233,-1459,270,0,-664,-7,-117,205,92,-291,89,71,-143,-859,-127,-491,8,-132,-40,-944,297,-200,-214,-855,-140,7,-21
Nevada,2013,-78,997,-5521,1288,18000,-14,641,77,86,2292,-309,3977,2631,965,-707,-93,-346,1461,-741,23,1319,411,-506,-735,-93,-681,327,664,0,212,-449,1196,1651,-1404,-61,692,-707,-737,1238,0,353,132,10,-4314,-981,-152,1244,697,56,805,845
New Hampshire,2013,123,582,-102,723,444,-190,-829,0,-17,-3591,220,-75,0,428,80,44,415,-113,882,-1411,1247,5101,-127,36,-40,-292,-101,7,-212,0,-45,-51,-335,-1257,-49,-332,-247,245,-417,431,-1143,-22,-154,-547,27,-1167,52,216,222,122,0
New Jersey,2013,110,757,-2838,-298,-3858,-88,-3462,-2255,-1250,-18454,-1675,53,0,-1894,202,-252,-436,478,334,-208,-5068,-2133,755,-254,-31,-504,-50,117,449,45,0,-410,18868,-4588,-124,-2067,32,38,-16866,-1340,-5418,-4,-165,-4387,-64,313,-4275,-1320,-1066,-861,0
New Mexico,2013,-1775,-200,-975,-105,-593,-1490,198,-20,-340,-211,325,201,-792,-1350,310,-256,471,-466,-75,52,329,454,-1032,-479,-101,-327,-515,-205,-1196,51,410,0,-1400,-113,-70,-647,-560,-1048,108,0,644,672,562,-8969,1348,-110,1025,-347,-73,-183,74
New York,2013,-1087,6096,-3204,-335,-7171,-3790,-8658,-2360,-1704,-23747,-7052,-1953,-74,215,-782,491,1293,-1861,-186,-100,-7144,-1929,-1697,-1770,400,-910,-421,-92,-1651,335,-18868,1400,0,-11885,-22,563,-276,-931,-9232,-1046,-2619,284,-1479,-6810,-1854,-607,-2837,-936,-472,356,-1255
North Carolina,2013,-2395,1455,1854,808,3457,-304,2112,-263,779,-4546,659,-988,750,756,-1043,255,-296,1574,-601,-339,5251,2065,3281,258,653,-4096,-467,291,1404,1257,4588,113,11885,0,-45,-2188,-2377,663,5788,-180,-796,-460,-2481,-4972,305,310,7534,-2612,1454,-801,-477
North Dakota,2013,-148,64,406,0,1341,489,75,0,116,1059,305,0,-159,56,769,-1272,-103,22,-287,0,147,-19,-572,5478,309,204,-931,-89,61,49,124,70,22,45,0,282,38,-96,-464,0,2,24,70,1927,270,117,-1093,91,0,-417,718
Ohio,2013,-2360,-71,-899,-1098,2384,-912,209,-434,-20,-6555,-5591,-624,1025,169,4965,266,-290,-2443,655,-1125,559,284,6904,-830,-112,-1407,134,-71,-692,332,2067,647,-563,2188,-282,0,834,443,157,804,-8210,-90,65,-5517,24,-62,-615,325,606,-941,2
Oklahoma,2013,355,1232,1502,-190,4242,-784,337,-35,-95,-1388,-293,-93,607,250,1032,-570,1724,969,-108,93,435,-24,798,228,768,-2762,-199,143,707,247,-32,560,276,2377,-38,-834,0,-607,-513,387,-474,119,99,-1778,-839,0,835,-1296,478,457,389
Oregon,2013,476,2175,-1720,-178,11252,3231,-20,321,194,2283,-61,1515,1546,-556,-1017,126,249,544,-2112,-81,-177,865,957,770,748,-412,94,859,737,-245,-38,1048,931,-663,96,-443,607,0,-47,115,82,-313,-77,3823,761,-153,2809,2222,-103,334,-1193
Pennsylvania,2013,-768,-407,-3537,1727,-4157,-1734,-1160,-4440,-576,-14576,1114,3,-85,-3070,-765,-391,143,90,528,-2214,4809,2577,-975,-246,-593,-1146,-588,127,-1238,417,16866,-108,9232,-5788,464,-157,513,47,0,-1481,-5039,-138,-173,-574,87,-197,-4221,194,-1692,202,79
